10/07/2021;vazao_gas_in.out;vazao_ve21_in.out;vel_alim_in.out;tempsaida_sp.out;tempcl_sp.out;tempcv_sp.out;tempsaida_pv.out;tempcl_pv.out;tempcv_pv.out;tempe_pv.out;vazao_gas_in2.out;vazao_ve21_in2.out;tempsaida_pv2.out;tempcl_pv2.out;tempcv_pv2.out;tempe_pv2.out;tc2402_smith.out;smith_lag_tc2403.out;tc2403_smith.out;tc2401.out;tc2402.out;tc2403.out;ff_ll_tc2403.out;ff_tc2403.out;dscpld_ll_tc2403.out;dscpld_tc2403.out;dscpld_tc2402.out;sum_ff_tc2403.out;tc24012.out;tc24022.out;tc24032.out;tc2401_out.out;vazao_gas_out.out;vazao_ve21_out.out;vel_alim_out.out;vazao_gas_out2.out;vazao_ve21_out2.out
00:00:01;709.042;11880.1;1033.7;121.9;0;700;121.9;100;719.66;102.89;709.17;11882.2;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11880.8;709.026;1033.7;1033.7;11879.2;11873.9;706.441;12907.6;nan;11883.2;709.17;1033.7;709.026;11880.8;1033.7;709.17;11882.2
00:00:02;708.892;11886.5;1033.7;121.9;0;700;121.9;100;719.66;102.89;709.17;11891.4;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11887.2;708.875;1033.7;1033.7;11884;11873.7;703.55;12907.4;nan;11892.5;709.17;1033.7;708.875;11887.2;1033.7;709.17;11892.5
00:00:03;708.74;11892.8;1033.7;121.9;0;700;121.9;100;719.66;102.89;709.17;11900.6;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11893.5;708.723;1033.7;1033.7;11888.9;11873.6;700.641;12907.3;nan;11901.7;709.17;1033.7;708.723;11893.5;1033.7;709.17;11901.7
00:00:04;708.588;11899.1;1033.7;121.9;0;700;121.9;100;719.66;102.89;709.17;11909.9;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11899.8;708.571;1033.7;1033.7;11893.7;11873.4;697.707;12907.1;nan;11910.9;709.17;1033.7;708.571;11899.8;1033.7;709.17;11910.9
00:00:05;708.436;11905.3;1033.7;121.9;0;700;121.9;100;719.66;102.89;709.17;11919.1;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11906;708.419;1033.7;1033.7;11898.5;11873.3;694.748;12907;nan;11920.1;709.17;1033.7;708.419;11906;1033.7;709.17;11920.1
00:00:06;708.283;11911.6;1033.7;121.9;0;700;121.9;100;719.66;102.89;709.17;11928.3;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11912.2;708.266;1033.7;1033.7;11903.4;11873.1;691.765;12906.8;nan;11929.3;709.17;1033.7;708.266;11912.2;1033.7;709.17;11929.3
00:00:07;708.112;11918.5;1033.7;121.9;0;700;121.9;100;719.66;102.89;709.17;11938.5;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11919.1;708.095;1033.7;1033.7;11908.7;11872.9;688.421;12906.6;nan;11939.6;709.17;1033.7;708.095;11919.1;1033.7;709.17;11938.5
00:00:08;707.958;11924.6;1033.7;121.9;0;700;121.9;100;719.66;102.89;709.17;11947.7;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11925.3;707.941;1033.7;1033.7;11913.5;11872.8;685.386;12906.5;nan;11948.8;709.17;1033.7;707.941;11925.3;1033.7;709.17;11948.8
00:00:09;707.804;11930.8;1033.7;121.9;0;700;121.9;100;719.66;102.89;709.17;11957;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11931.5;707.786;1033.7;1033.7;11918.4;11872.6;682.327;12906.3;nan;11958;709.17;1033.7;707.786;11931.5;1033.7;709.17;11958
00:00:10;707.632;11937.6;1033.7;121.9;0;700;121.9;100;719.66;102.89;709.17;11967.2;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11938.3;707.614;1033.7;1033.7;11923.7;11872.5;678.9;12906.2;nan;11968.2;709.17;1033.7;707.614;11938.3;1033.7;709.17;11968.2
00:00:11;707.476;11943.7;1033.7;121.9;0;700;121.9;100;719.66;102.89;709.17;11976.4;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11944.4;707.459;1033.7;1033.7;11928.5;11872.3;675.79;12906;nan;11977.4;709.17;1033.7;707.459;11944.4;1033.7;709.17;11977.4
00:00:12;707.32;11949.8;1033.7;121.9;0;700;121.9;100;719.66;102.89;709.17;11985.6;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11950.5;707.303;1033.7;1033.7;11933.3;11872.1;672.657;12905.8;nan;11986.7;709.17;1033.7;707.303;11950.5;1033.7;709.17;11986.7
00:00:13;707.224;11955.9;1034.43;121.9;0;700;121.9;100;719.66;102.89;709.17;11994.8;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11957.7;707.207;1033.92;1033.76;11939;11872;670.644;12905.7;nan;11995.9;709.17;1033.7;707.207;11957.7;1034.43;709.17;11995.9
00:00:14;706.972;11962.3;1033.7;121.9;0;700;121.9;100;719.66;102.89;709.17;12004.1;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11962.3;706.972;1033.7;1033.7;11942.7;11871.8;665.981;12905.5;nan;12005.1;709.17;1033.7;706.972;11962.3;1033.7;709.17;12005.1
00:00:15;706.894;11969.8;1034.43;121.9;0;700;121.9;100;719.66;102.89;709.17;12014.3;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11970.4;706.85;1033.93;1033.76;11949.2;11871.6;663.423;12905.4;nan;12015.3;709.17;1033.7;706.85;11970.4;1034.43;709.17;12015.3
00:00:16;706.888;11982.2;1033.7;122;0;700;121.9;100;719.66;102.89;709.586;12023.5;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11979.3;706.897;1033.7;1033.7;11956.1;11871.4;664.092;12905.1;nan;12024.5;709.586;1033.7;706.897;11979.3;1033.7;709.586;12024.5
00:00:17;706.745;11984.9;1032.97;122;0;700;121.9;100;719.66;102.89;709.588;12032.7;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11985.6;706.757;1033.48;1033.64;11961.2;11871.2;661.207;12904.9;nan;12033.8;709.589;1033.7;706.757;11985.6;1032.97;709.589;12033.8
00:00:18;706.607;11991.3;1032.97;122;0;700;121.9;100;719.66;102.89;709.591;12041.9;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11991.9;706.59;1033.48;1033.64;11966.3;11871.1;657.784;12904.7;nan;12043;709.591;1033.7;706.59;11991.9;1032.97;709.591;12043
00:00:19;706.46;11993.9;1035.9;121.9;0;700;121.9;100;719.66;102.89;709.178;12051.2;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11998.1;706.335;1034.37;1033.88;11971.3;11870.9;652.684;12904.8;nan;12052.2;709.178;1033.7;706.335;11998.1;1035.9;709.178;12052.2
00:00:20;706.052;12001;1034.43;121.9;0;700;121.9;100;719.66;102.89;709.178;12060.4;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;11999.3;706.031;1033.93;1033.76;11972.5;11870.8;646.63;12904.6;nan;12061.4;709.178;1033.7;706.031;11999.3;1034.43;709.178;12061.4
00:00:21;705.973;12005.2;1035.16;121.9;0;700;121.9;100;719.66;102.89;709.178;12069.6;121.9;100;719.66;102.89;719.66;121.9;121.9;nan;12007;705.973;1034.16;1033.83;11978.6;11870.6;645.212;12904.5;nan;12070.6;709.178;1033.7;705.973;12007;1035.16;709.178;12070.6
00:00:22;705.752;12010.8;1034.43;121.9;0;700;121.9;100;719.659;102.89;709.178;12079.2;121.9;100;719.659;102.89;719.659;121.9;121.9;nan;12011.8;705.759;1033.94;1033.77;11982.6;11870.5;640.799;12904.3;nan;12080.3;709.178;1033.7;705.759;12011.8;1034.43;709.178;12080.3
00:00:23;705.599;12015.7;1034.43;121.9;0;700;121.9;100;719.656;102.89;709.178;12087.1;121.9;100;719.656;102.89;719.656;121.9;121.9;nan;12016.6;705.621;1033.94;1033.77;11986.6;11870.4;637.835;12904.1;nan;12088.3;709.178;1033.7;705.621;12016.6;1034.43;709.178;12088.3
00:00:24;705.159;12011.3;1033.7;121.8;0;700;121.9;100;719.652;102.89;708.762;12094.9;121.9;100;719.652;102.89;719.652;121.9;121.9;nan;12015.8;705.227;1033.72;1033.71;11986.3;11870.4;630.006;12904.1;nan;12096.2;708.762;1033.7;705.227;12015.8;1033.7;708.762;12096.2
00:00:25;705.155;12021.9;1035.9;121.8;0;700;121.9;100;719.646;102.89;708.76;12102.6;121.9;100;719.646;102.89;719.646;121.9;121.9;nan;12023.1;705.132;1034.39;1033.89;11992.2;11870.2;627.795;12904.1;nan;12104;708.759;1033.7;705.132;12023.1;1035.9;708.759;12104
00:00:26;705.03;12026.5;1035.9;121.8;0;700;121.9;100;719.639;102.89;708.757;12111.7;121.9;100;719.639;102.89;719.639;121.9;121.9;nan;12029.5;705;1034.4;1033.9;11997.5;11870;624.84;12903.9;nan;12113.2;708.756;1033.7;705;12029.5;1035.9;708.756;12111.7
00:00:27;704.54;12022;1032.97;121.7;0;700;121.9;100;719.63;102.89;708.338;12119.4;121.9;100;719.631;102.89;719.63;121.9;121.9;nan;12027.5;704.423;1033.51;1033.66;11996.4;11870;613.469;12903.7;nan;12121;708.337;1033.7;704.423;12027.5;1032.97;708.337;12119.4
00:00:28;704.303;12028.3;1034.43;121.7;0;700;121.9;100;719.62;102.89;708.333;12126.4;121.9;100;719.621;102.89;719.62;121.9;121.9;nan;12029.6;704.365;1033.95;1033.78;11998.3;11869.9;611.883;12903.7;nan;12128.2;708.332;1033.7;704.365;12029.6;1034.43;708.332;12128.2
00:00:29;703.882;12026.9;1031.5;121.7;0;700;121.9;100;719.609;102.89;708.327;12133.5;121.9;100;719.61;102.89;719.609;121.9;121.9;nan;12028.4;704.127;1033.06;1033.54;11997.8;11869.9;606.886;12903.5;nan;12135.4;708.327;1033.7;704.127;12028.4;1031.5;708.327;12135.4
00:00:30;704.171;12040.8;1035.9;121.7;0;700;121.9;100;719.596;102.89;708.322;12140.7;121.9;100;719.597;102.89;719.596;121.9;121.9;nan;12040.8;704.171;1034.4;1033.9;12007.6;11869.6;607.202;12903.5;nan;12142.8;708.321;1033.7;704.171;12040.8;1035.9;708.321;12142.8
00:00:31;704.257;12044.9;1034.43;121.8;0;700;121.9;100;719.582;102.889;708.732;12149.3;121.9;100;719.583;102.89;719.582;121.9;121.9;nan;12051.2;704.297;1033.96;1033.78;12015.9;11869.4;609.047;12903.1;nan;12151.4;708.732;1033.7;704.297;12051.2;1034.43;708.732;12149.3
00:00:32;703.894;12047.5;1032.97;121.8;0;700;121.9;100;719.567;102.889;708.729;12156.1;121.9;100;719.568;102.89;719.567;121.9;121.9;nan;12050.3;704.085;1033.51;1033.66;12015.6;11869.4;604.529;12903;nan;12158.5;708.729;1033.7;704.085;12050.3;1032.97;708.729;12158.5
00:00:33;704.038;12058.4;1034.43;121.9;0;700;121.9;100;719.55;102.889;709.143;12163;121.9;100;719.551;102.89;719.55;121.9;121.9;nan;12059.5;704.333;1033.96;1033.78;12023;11869.1;608.73;12902.9;nan;12165.5;709.143;1033.7;704.333;12059.5;1034.43;709.143;12165.5
00:00:34;704.487;12068;1033.7;122;0;700;121.9;100;719.531;102.889;709.559;12170;121.9;100;719.533;102.89;719.531;121.9;121.9;nan;12068;704.487;1033.73;1033.72;12029.9;11868.9;611.17;12902.6;nan;12172.5;709.559;1033.7;704.487;12068;1033.7;709.559;12172.5
00:00:35;704.126;12074.6;1035.16;122;0;700;121.9;100;719.512;102.888;709.562;12178.4;121.9;100;719.513;102.89;719.512;121.9;121.9;nan;12075.7;704.368;1034.18;1033.84;12036.2;11868.7;608.398;12902.5;nan;12181.1;709.562;1033.7;704.368;12075.7;1035.16;709.562;12181.1
00:00:36;704.209;12080.5;1034.43;122.1;0;700;121.9;100;719.491;102.888;709.98;12184.9;121.9;100;719.492;102.89;719.491;121.9;121.9;nan;12083.4;704.559;1033.96;1033.78;12042.6;11868.4;611.546;12902.2;nan;12187.7;709.981;1033.7;704.559;12083.4;1034.43;709.981;12187.7
00:00:37;704.293;12088.4;1032.97;122.2;0;700;121.9;100;719.47;102.887;710.402;12192.3;121.9;100;719.472;102.89;719.47;121.9;121.9;nan;12092;704.64;1033.52;1033.66;12049.6;11868.2;612.627;12901.9;nan;12195.2;710.403;1033.7;704.64;12092;1032.97;710.403;12195.2
00:00:38;704.631;12098.6;1035.9;122.2;0;700;121.9;100;719.447;102.887;710.41;12199.3;121.9;100;719.45;102.89;719.447;121.9;121.9;nan;12098.6;704.631;1034.41;1033.9;12055.1;11868;611.993;12901.9;nan;12202.2;710.411;1033.7;704.631;12098.6;1035.9;710.411;12202.2
00:00:39;704.487;12105.3;1035.16;122.3;0;700;121.9;100;719.423;102.886;710.835;12207.8;121.9;100;719.427;102.89;719.423;121.9;121.9;nan;12109.3;704.787;1034.19;1033.85;12063.9;11867.7;614.477;12901.6;nan;12210.8;710.836;1033.7;704.787;12109.3;1035.16;710.835;12207.8
00:00:40;704.302;12108.6;1034.43;122.3;0;700;121.9;100;719.397;102.886;710.846;12213.3;121.9;100;719.401;102.89;719.397;121.9;121.9;nan;12111.9;704.626;1033.97;1033.79;12066.3;11867.6;610.982;12901.4;nan;12216.5;710.847;1033.7;704.626;12111.9;1034.43;710.847;12216.5
00:00:41;704.397;12116.5;1034.43;122.4;0;700;121.9;100;719.37;102.885;711.273;12219.3;121.9;100;719.374;102.89;719.37;121.9;121.9;nan;12119.4;704.832;1033.98;1033.79;12072.6;11867.4;614.433;12901.2;nan;12222.6;711.274;1033.7;704.832;12119.4;1034.43;711.274;12222.6
00:00:42;704.333;12121;1034.43;122.4;0;700;121.9;100;719.342;102.884;711.286;12242.5;121.9;100;719.346;102.89;719.342;121.9;121.9;nan;12124.1;704.702;1033.98;1033.79;12076.7;11867.3;611.543;12901.1;nan;12227.4;711.287;1033.7;704.702;12124.1;1034.43;711.287;12227.4
00:00:43;704.907;12132.1;1034.43;122.5;0;700;121.9;100;719.312;102.883;711.716;12233.1;121.9;100;719.316;102.89;719.312;121.9;121.9;nan;12144.2;704.829;1033.98;1033.79;12092.6;11866.8;613.48;12900.5;nan;12236.7;711.718;1033.7;704.829;12144.2;1034.43;711.716;12233.1
00:00:44;704.342;12135.1;1034.43;122.5;0;700;121.9;100;719.282;102.882;711.73;12239.2;121.9;100;719.286;102.89;719.282;121.9;121.9;nan;12138;704.735;1033.98;1033.79;12088.5;11866.9;611.265;12900.7;nan;12242.9;711.732;1033.7;704.735;12138;1034.43;711.732;12239.2
00:00:45;704.164;12135.7;1032.97;122.5;0;700;121.9;100;719.248;102.881;711.743;12244.7;121.9;100;719.253;102.89;719.248;121.9;121.9;nan;12139.2;704.576;1033.54;1033.67;12090;11866.8;607.807;12900.5;nan;12248.5;711.745;1033.7;704.576;12139.2;1032.97;711.745;12248.5
00:00:46;704.417;12145.3;1034.43;122.6;0;700;121.9;100;719.216;102.88;712.171;12270.9;121.9;100;719.219;102.89;719.216;121.9;121.9;nan;12150.3;704.863;1033.98;1033.79;12099.1;11866.5;612.805;12900.3;nan;12252.5;712.173;1033.7;704.863;12150.3;1034.43;712.173;12252.5
00:00:47;704.73;12153.6;1034.43;122.6;0;700;121.9;100;719.182;102.879;712.192;12276.7;121.9;100;719.184;102.89;719.182;121.9;121.9;nan;12153.6;704.73;1033.98;1033.8;12102.2;11866.4;609.856;12900.2;nan;12257.8;712.185;1033.7;704.73;12153.6;1034.43;712.185;12257.8
00:00:48;703.819;12148.8;1034.43;122.5;0;700;121.9;100;719.146;102.878;711.779;12262.8;121.901;100;719.146;102.89;719.146;121.9;121.9;nan;12152;704.318;1033.99;1033.8;12101.6;11866.4;601.536;12900.2;nan;12267.1;711.781;1033.7;704.318;12152;1034.43;711.779;12262.8
00:00:49;703.812;12153.3;1035.9;122.5;0;700;121.9;100;719.11;102.877;711.784;12268.4;121.901;100;719.108;102.89;719.11;121.9;121.9;nan;12157.1;704.307;1034.44;1033.92;12106.1;11866.2;600.848;12900.1;nan;12272.8;711.786;1033.7;704.307;12157.1;1035.9;711.784;12268.4
00:00:50;703.666;12153.6;1034.43;122.5;0;700;121.9;100;719.073;102.876;711.804;12295.3;121.902;100;719.069;102.89;719.073;121.9;121.9;nan;12157.2;704.16;1033.99;1033.8;12106.7;11866.2;597.625;12900;nan;12274.2;711.787;1033.7;704.16;12157.2;1034.43;711.787;12274.2
00:00:51;703.554;12160.6;1035.16;122.5;0;700;121.9;100;719.036;102.874;711.787;12279.8;121.902;100;719.028;102.89;719.036;121.9;121.9;nan;12164.2;704.029;1034.22;1033.86;12112.7;11865.9;594.594;12899.8;nan;12284.4;711.791;1033.7;704.029;12164.2;1035.16;711.787;12279.8
00:00:52;703.16;12157.3;1035.9;122.4;0;700;121.9;100;718.997;102.873;711.369;12286.3;121.903;100;718.988;102.89;718.997;121.9;121.9;nan;12161.3;703.726;1034.45;1033.93;12111.1;11866;588.329;12899.9;nan;12290.9;711.372;1033.7;703.726;12161.3;1035.9;711.372;12290.9
00:00:53;702.777;12156.6;1035.9;122.3;0;700;121.9;100;718.957;102.872;710.946;12292.2;121.903;100;718.947;102.891;718.957;121.9;121.9;nan;12159.1;703.302;1034.46;1033.93;12110;11866;579.741;12899.9;nan;12296.9;710.949;1033.7;703.302;12159.1;1035.9;710.949;12296.9
00:00:54;702.277;12151.9;1033.7;122.2;0;700;121.9;100;718.915;102.87;710.518;12298.8;121.904;100;718.907;102.891;718.915;121.9;121.9;nan;12154.5;702.787;1033.79;1033.75;12107.2;11866;569.366;12899.8;nan;12303.4;710.521;1033.7;702.787;12154.5;1033.7;710.521;12303.4
00:00:55;701.921;12148.5;1035.16;122.1;0;700;121.9;100;718.873;102.869;710.084;12305.6;121.905;100;718.867;102.892;718.873;121.9;121.9;nan;12152.7;702.541;1034.24;1033.88;12106.3;11866.1;564.061;12899.9;nan;12310.2;710.088;1033.7;702.541;12152.7;1035.16;710.088;12310.2
00:00:56;701.442;12146.5;1032.97;122;0;700;121.9;100;718.831;102.867;709.646;12336.3;121.906;100;718.826;102.892;718.831;121.9;121.9;nan;12149.2;701.958;1033.57;1033.69;12104.2;11866.1;552.335;12899.8;nan;12314;709.649;1033.7;701.958;12149.2;1032.97;709.649;12314
00:00:57;701.277;12139.7;1032.97;121.8;0;700;121.9;99.9999;718.787;102.866;708.788;12319.7;121.908;99.9999;718.785;102.893;718.787;121.9;121.9;nan;12155;701.244;1033.57;1033.69;12109.2;11865.9;537.968;12899.6;nan;12324.3;708.792;1033.7;701.244;12155;1032.97;708.792;12324.3
00:00:58;700.281;12134.8;1032.97;121.7;0;700;121.9;99.9999;718.742;102.865;708.334;12326.2;121.909;99.9999;718.745;102.894;718.742;121.9;121.9;nan;12138.7;700.899;1033.56;1033.69;12097.4;11866.3;530.622;12900;nan;12330.8;708.338;1033.7;700.899;12138.7;1032.97;708.338;12326.2
00:00:59;699.849;12130.5;1032.23;121.6;0;700;121.9;99.9999;718.698;102.863;707.874;12332.2;121.911;99.9999;718.704;102.895;718.698;121.9;121.9;nan;12134.7;700.479;1033.34;1033.63;12094.8;11866.3;521.817;12900;nan;12336.8;707.879;1033.7;700.479;12134.7;1032.23;707.879;12336.8
00:01:00;699.682;12130;1035.9;121.5;0;700;121.901;99.9999;718.651;102.862;707.41;12338.8;121.913;99.9999;718.664;102.897;718.651;121.901;121.901;nan;12135.7;700.329;1034.45;1033.93;12096.1;11866.3;518.116;12900.2;nan;12343.4;707.414;1033.7;700.329;12135.7;1035.9;707.414;12343.4
00:01:01;699.17;12128.2;1034.43;121.4;0;700;121.901;99.9999;718.605;102.861;707.032;12369.5;121.915;99.9999;718.622;102.898;718.605;121.901;121.901;nan;12128.2;699.17;1034.01;1033.81;12090.8;11866.4;495.237;12900.2;nan;12347.2;706.944;1033.7;699.17;12128.2;1034.43;706.944;12347.2
00:01:02;698.885;12125.5;1035.9;121.3;0;700;121.901;99.9998;718.557;102.859;706.469;12352.8;121.917;99.9998;718.582;102.9;718.557;121.901;121.901;nan;12130.9;699.507;1034.46;1033.94;12093.4;11866.3;500.571;12900.3;nan;12357.4;706.475;1033.7;699.507;12130.9;1035.9;706.475;12352.8
00:01:03;698.178;12118.5;1031.5;121.2;0;700;121.901;99.9997;718.51;102.858;705.99;12358.6;121.919;99.9997;718.541;102.901;718.51;121.901;121.901;nan;12121.8;698.845;1033.12;1033.58;12086.9;11866.5;487.043;12900.1;nan;12363.2;705.996;1033.7;698.845;12121.8;1031.5;705.996;12363.2
00:01:04;698.293;12122.3;1034.43;121.2;0;700;121.901;99.9997;718.461;102.857;705.922;12365.1;121.922;99.9997;718.5;102.903;718.461;121.901;121.901;nan;12128;698.943;1034.01;1033.82;12092.1;11866.3;487.888;12900.1;nan;12369.7;705.93;1033.7;698.943;12128;1034.43;705.93;12369.7
00:01:05;698.501;12123.2;1033.7;121.1;0;700;121.901;99.9996;718.411;102.856;705.437;12371.2;121.925;99.9996;718.459;102.906;718.411;121.901;121.901;nan;12123.2;698.501;1033.79;1033.76;12088.9;11866.4;478.492;12900.2;nan;12375.8;705.445;1033.7;698.501;12123.2;1033.7;705.445;12375.8
00:01:06;697.732;12124.2;1034.43;121.1;0;700;121.901;99.9995;718.361;102.855;705.37;12379.2;121.928;99.9995;718.417;102.908;718.361;121.901;121.901;nan;12128.3;698.374;1034.01;1033.82;12093.3;11866.2;474.917;12900.1;nan;12383.7;705.378;1033.7;698.374;12128.3;1034.43;705.378;12379.2
00:01:07;697.637;12124.8;1034.43;121.1;0;700;121.901;99.9993;718.311;102.854;705.294;12384.8;121.931;99.9993;718.376;102.911;718.311;121.901;121.901;nan;12129.7;698.307;1034.02;1033.82;12094.8;11866.2;472.594;12900;nan;12389.4;705.304;1033.7;698.307;12129.7;1034.43;705.304;12389.4
00:01:08;697.907;12134.4;1035.9;121.2;0;700;121.901;99.9992;718.26;102.853;705.635;12415.5;121.934;99.9992;718.334;102.914;718.26;121.901;121.901;nan;12138.7;698.571;1034.47;1033.94;12102.1;11865.9;476.567;12899.9;nan;12392.9;705.646;1033.7;698.571;12138.7;1035.9;705.646;12392.9
00:01:09;697.95;12139.8;1033.7;121.3;0;700;121.901;99.9991;718.208;102.852;705.978;12420.6;121.938;99.9991;718.291;102.917;718.208;121.901;121.901;nan;12143.6;698.633;1033.8;1033.76;12106.2;11865.8;476.729;12899.6;nan;12397;705.99;1033.7;698.633;12143.6;1033.7;705.99;12397
00:01:10;698.644;12147.9;1035.16;121.3;0;700;121.901;99.9989;718.156;102.851;706.073;12425.9;121.942;99.9989;718.247;102.92;718.156;121.901;121.901;nan;12147.9;698.644;1034.25;1033.89;12110;11865.7;475.916;12899.5;nan;12402.1;705.914;1033.7;698.644;12147.9;1035.16;705.914;12402.1
00:01:11;697.949;12149.7;1032.97;121.4;0;700;121.901;99.9988;718.104;102.85;706.255;12407.5;121.945;99.9988;718.202;102.924;718.104;121.901;121.901;nan;12154.2;698.664;1033.58;1033.7;12115.3;11865.5;475.191;12899.2;nan;12412.4;706.269;1033.7;698.664;12154.2;1032.97;706.269;12407.5
00:01:12;698.214;12157.6;1033.7;121.5;0;700;121.901;99.9987;718.051;102.849;706.598;12412.9;121.95;99.9987;718.158;102.928;718.051;121.901;121.901;nan;12162.2;698.914;1033.8;1033.76;12121.9;11865.2;478.934;12899;nan;12417.9;706.613;1033.7;698.914;12162.2;1033.7;706.613;12417.9
00:01:13;698.407;12164.5;1033.7;121.6;0;700;121.901;99.9985;717.997;102.848;706.941;12417.6;121.954;99.9985;718.111;102.932;717.997;121.901;121.901;nan;12169.2;699.127;1033.8;1033.76;12127.7;11865;482.015;12898.8;nan;12422.7;706.957;1033.7;699.127;12169.2;1033.7;706.957;12422.7
00:01:14;699.283;12176;1032.97;121.7;0;700;121.9;99.9984;717.942;102.847;707.301;12424.2;121.958;99.9984;718.062;102.936;717.942;121.9;121.9;nan;12194.9;699.166;1033.58;1033.7;12147.8;11864.4;481.722;12898.1;nan;12429.3;707.319;1033.7;699.166;12194.9;1032.97;707.319;12429.3
00:01:15;699.556;12185.5;1034.43;121.8;0;700;121.9;99.9982;717.888;102.846;707.64;12427.2;121.963;99.9982;718.012;102.94;717.888;121.9;121.9;nan;12204.2;699.439;1034.02;1033.82;12155.4;11864.1;485.993;12898;nan;12432.6;707.659;1033.7;699.439;12204.2;1034.43;707.659;12432.6
00:01:16;699.887;12195.3;1036.63;121.9;0;700;121.9;99.9981;717.832;102.846;707.979;12430.8;121.968;99.9981;717.959;102.945;717.832;121.9;121.9;nan;12214.2;699.77;1034.7;1034.01;12163.6;11863.9;491.388;12897.9;nan;12436.3;708;1033.7;699.77;12214.2;1036.63;708;12436.3
00:01:17;699.139;12196.3;1033.7;122;0;700;121.9;99.9979;717.777;102.845;708.318;12434.4;121.974;99.9979;717.905;102.95;717.777;121.9;121.9;nan;12201.5;699.88;1033.81;1033.77;12154.5;11864.1;492.621;12897.9;nan;12440.1;708.34;1033.7;699.88;12201.5;1033.7;708.34;12440.1
00:01:18;699.221;12200.1;1031.5;122.1;0;700;121.9;99.9978;717.721;102.844;708.655;12437.3;121.98;99.9978;717.848;102.955;717.721;121.9;121.9;nan;12205.9;699.984;1033.13;1033.59;12158.4;11864;493.729;12897.6;nan;12443.2;708.678;1033.7;699.984;12205.9;1031.5;708.678;12443.2
00:01:19;699.642;12211.5;1035.16;122.2;0;700;121.9;99.9976;717.664;102.844;708.991;12440.5;121.986;99.9976;717.789;102.96;717.664;121.9;121.9;nan;12217;700.39;1034.25;1033.89;12167.5;11863.7;500.619;12897.6;nan;12446.6;709.016;1033.7;700.39;12217;1035.16;709.016;12446.6
00:01:20;700.478;12216;1032.97;122.3;0;700;121.9;99.9974;717.606;102.843;709.614;12480.1;121.992;99.9974;717.728;102.965;717.606;121.9;121.9;nan;12221.5;700.478;1033.58;1033.71;12171.5;11863.5;501.482;12897.2;nan;12446.3;709.346;1033.7;700.478;12221.5;1032.97;709.346;12446.3
00:01:21;700.572;12227.4;1031.5;122.4;0;700;121.901;99.9972;717.548;102.843;709.676;12448.2;121.999;99.9972;717.665;102.971;717.548;121.901;121.901;nan;12247.6;700.456;1033.13;1033.58;12192;11862.9;500.209;12896.4;nan;12454.6;709.704;1033.7;700.456;12247.6;1031.5;709.704;12454.6
00:01:22;700.924;12238.4;1034.43;122.5;0;700;121.901;99.997;717.49;102.842;710.005;12450.7;122.006;99.997;717.601;102.976;717.49;121.901;121.901;nan;12258.1;700.81;1034.02;1033.82;12200.7;11862.6;506.172;12896.4;nan;12457.3;710.035;1033.7;700.81;12258.1;1034.43;710.035;12457.3
00:01:23;701.042;12246.4;1032.23;122.7;0;700;121.901;99.9967;717.432;102.842;710.365;12460.2;122.013;99.9967;717.534;102.982;717.432;121.901;121.901;nan;12266.6;701.346;1033.35;1033.64;12207.8;11862.3;515.511;12896;nan;12466.4;710.812;1033.7;701.346;12266.6;1032.23;710.812;12466.4
00:01:24;701.19;12251.5;1032.23;122.7;0;700;121.902;99.9965;717.373;102.841;710.694;12459.3;122.021;99.9965;717.466;102.988;717.373;121.902;121.902;nan;12272.2;701.06;1033.34;1033.64;12212.8;11862.1;509.385;12895.8;nan;12466;710.728;1033.7;701.06;12272.2;1032.23;710.728;12459.3
00:01:25;701.448;12260.4;1033.7;122.8;0;700;121.903;99.9963;717.314;102.841;711.015;12461.1;122.029;99.9963;717.397;102.994;717.314;121.903;121.903;nan;12280.6;701.341;1033.79;1033.76;12219.8;11861.9;514.026;12895.6;nan;12468;711.05;1033.7;701.341;12280.6;1033.7;711.05;12468
00:01:26;701.772;12270;1035.16;123;0;700;121.903;99.9961;717.254;102.84;711.344;12463.2;122.038;99.9961;717.326;103;717.254;121.903;121.903;nan;12290.4;702.082;1034.24;1033.89;12228;11861.6;527.433;12895.5;nan;12470.4;711.796;1033.7;702.082;12290.4;1035.16;711.796;12470.4
